"","id","trial","x","y","z","kernel","scenario","horizon","round","chosen","overall","Horizon"
"38",1,17,1,9,30.7743395295189,"Rough","Avg. Reward Condition",40,"2",101,2,"Long"
"39",1,18,4,9,78.163385341713,"Rough","Avg. Reward Condition",40,"2",104,2,"Long"
"40",1,19,2,2,56.4101435079015,"Rough","Avg. Reward Condition",40,"2",25,2,"Long"
"41",1,20,5,8,54.8387102771574,"Rough","Avg. Reward Condition",40,"2",94,2,"Long"
"42",1,21,2,7,55.5981513858235,"Rough","Avg. Reward Condition",40,"2",80,2,"Long"
"43",1,22,0,5,32.447397425839,"Rough","Avg. Reward Condition",40,"2",56,2,"Long"
"44",1,23,6,3,60.8573330734455,"Rough","Avg. Reward Condition",40,"2",40,2,"Long"
"45",1,24,2,10,17.4994853434702,"Rough","Avg. Reward Condition",40,"2",113,2,"Long"
"46",1,25,5,0,49.8847811277219,"Rough","Avg. Reward Condition",40,"2",6,2,"Long"
"47",1,26,4,10,100,"Rough","Avg. Reward Condition",40,"2",115,2,"Long"
"48",1,27,3,8,64.4887240517494,"Rough","Avg. Reward Condition",40,"2",92,2,"Long"
"49",1,28,6,5,71.4465704662512,"Rough","Avg. Reward Condition",40,"2",62,2,"Long"
"50",1,29,5,10,87.2658829250153,"Rough","Avg. Reward Condition",40,"2",116,2,"Long"
"51",1,30,3,3,18.93685736026,"Rough","Avg. Reward Condition",40,"2",37,2,"Long"
"52",1,31,5,5,40.8445443747299,"Rough","Avg. Reward Condition",40,"2",61,2,"Long"
"53",1,32,0,8,67.5757211779263,"Rough","Avg. Reward Condition",40,"2",89,2,"Long"
"54",1,33,7,0,40.544681620344,"Rough","Avg. Reward Condition",40,"2",8,2,"Long"
"55",1,34,10,6,33.4645988807569,"Rough","Avg. Reward Condition",40,"2",77,2,"Long"
"56",1,35,8,9,60.550993033302,"Rough","Avg. Reward Condition",40,"2",108,2,"Long"
"57",1,36,6,4,60.614772799294,"Rough","Avg. Reward Condition",40,"2",51,2,"Long"
"58",1,37,4,10,100,"Rough","Avg. Reward Condition",40,"2",115,2,"Long"
"59",1,38,6,10,64.4156192445451,"Rough","Avg. Reward Condition",40,"2",117,2,"Long"
"60",1,39,4,7,65.5617086800568,"Rough","Avg. Reward Condition",40,"2",82,2,"Long"
"61",1,40,2,0,19.407077744957,"Rough","Avg. Reward Condition",40,"2",3,2,"Long"
"62",1,41,4,10,100,"Rough","Avg. Reward Condition",40,"2",115,2,"Long"
"63",1,1,6,5,39.8371872215826,"Rough","Avg. Reward Condition",20,"3",62,3,"Short"
"64",1,2,6,6,45.1082294847669,"Rough","Avg. Reward Condition",20,"3",73,3,"Short"
"65",1,3,9,9,61.1848749174221,"Rough","Avg. Reward Condition",20,"3",109,3,"Short"
"66",1,4,10,2,47.0470762762012,"Rough","Avg. Reward Condition",20,"3",33,3,"Short"
"67",1,5,0,7,18.2389240639338,"Rough","Avg. Reward Condition",20,"3",78,3,"Short"
"68",1,6,10,5,37.8302996702739,"Rough","Avg. Reward Condition",20,"3",66,3,"Short"
"69",1,7,1,2,56.0034935119072,"Rough","Avg. Reward Condition",20,"3",24,3,"Short"
"70",1,8,9,1,36.0277373757591,"Rough","Avg. Reward Condition",20,"3",21,3,"Short"
"71",1,9,2,2,100,"Rough","Avg. Reward Condition",20,"3",25,3,"Short"
"72",1,10,2,1,70.0239835784985,"Rough","Avg. Reward Condition",20,"3",14,3,"Short"
"73",1,11,1,3,23.743412126775,"Rough","Avg. Reward Condition",20,"3",35,3,"Short"
"74",1,12,3,2,87.0484650270771,"Rough","Avg. Reward Condition",20,"3",26,3,"Short"
"75",1,13,3,1,75.1442624365829,"Rough","Avg. Reward Condition",20,"3",15,3,"Short"
"76",1,14,6,1,34.7009695996788,"Rough","Avg. Reward Condition",20,"3",18,3,"Short"
"77",1,15,8,9,44.1981806048447,"Rough","Avg. Reward Condition",20,"3",108,3,"Short"
"78",1,16,4,2,74.4058624133972,"Rough","Avg. Reward Condition",20,"3",27,3,"Short"
"79",1,17,2,0,34.0203157022651,"Rough","Avg. Reward Condition",20,"3",3,3,"Short"
"80",1,18,4,1,62.7752571733289,"Rough","Avg. Reward Condition",20,"3",16,3,"Short"
"81",1,19,4,0,48.2728545381987,"Rough","Avg. Reward Condition",20,"3",5,3,"Short"
"82",1,20,3,3,53.9768384538052,"Rough","Avg. Reward Condition",20,"3",37,3,"Short"
"83",1,21,5,9,24.0405194815787,"Rough","Avg. Reward Condition",20,"3",105,3,"Short"
"84",1,1,0,10,60.8079360936337,"Rough","Avg. Reward Condition",40,"4",111,4,"Long"
"85",1,2,10,5,37.3660974523946,"Rough","Avg. Reward Condition",40,"4",66,4,"Long"
"86",1,3,7,0,32.5263699322904,"Rough","Avg. Reward Condition",40,"4",8,4,"Long"
"87",1,4,8,8,81.8046970917315,"Rough","Avg. Reward Condition",40,"4",97,4,"Long"
"88",1,5,8,9,63.1901515290244,"Rough","Avg. Reward Condition",40,"4",108,4,"Long"
"89",1,6,7,3,80.7703625318279,"Rough","Avg. Reward Condition",40,"4",41,4,"Long"
"90",1,7,3,8,28.3036834129197,"Rough","Avg. Reward Condition",40,"4",92,4,"Long"
"91",1,8,3,0,41.1602043670531,"Rough","Avg. Reward Condition",40,"4",4,4,"Long"
"92",1,9,8,2,57.747723924339,"Rough","Avg. Reward Condition",40,"4",31,4,"Long"
"93",1,10,2,2,85.7983244921108,"Rough","Avg. Reward Condition",40,"4",25,4,"Long"
"94",1,11,4,2,6.18277273554001,"Rough","Avg. Reward Condition",40,"4",27,4,"Long"
"95",1,12,9,4,63.2727485984867,"Rough","Avg. Reward Condition",40,"4",54,4,"Long"
"96",1,13,1,2,57.7851669507592,"Rough","Avg. Reward Condition",40,"4",24,4,"Long"
"97",1,14,10,8,61.9465090311745,"Rough","Avg. Reward Condition",40,"4",99,4,"Long"
"98",1,15,7,2,56.0878866148788,"Rough","Avg. Reward Condition",40,"4",30,4,"Long"
"99",1,16,8,7,93.2880256740387,"Rough","Avg. Reward Condition",40,"4",86,4,"Long"
"100",1,17,9,7,60.6742426292071,"Rough","Avg. Reward Condition",40,"4",87,4,"Long"
"101",1,18,0,3,39.9926393261546,"Rough","Avg. Reward Condition",40,"4",34,4,"Long"
"102",1,19,6,3,86.4985901727727,"Rough","Avg. Reward Condition",40,"4",40,4,"Long"
"103",1,20,2,1,73.5415165064452,"Rough","Avg. Reward Condition",40,"4",14,4,"Long"
"104",1,21,7,8,55.9050623268235,"Rough","Avg. Reward Condition",40,"4",96,4,"Long"
"105",1,22,7,7,78.4257216995386,"Rough","Avg. Reward Condition",40,"4",85,4,"Long"
"106",1,23,7,6,100,"Rough","Avg. Reward Condition",40,"4",74,4,"Long"
"107",1,24,8,6,77.0215365379863,"Rough","Avg. Reward Condition",40,"4",75,4,"Long"
"108",1,25,7,5,82.9053550398923,"Rough","Avg. Reward Condition",40,"4",63,4,"Long"
"109",1,26,4,5,30.6880368467941,"Rough","Avg. Reward Condition",40,"4",60,4,"Long"
"110",1,27,8,5,62.1217741531308,"Rough","Avg. Reward Condition",40,"4",64,4,"Long"
"111",1,28,6,4,77.7374692379335,"Rough","Avg. Reward Condition",40,"4",51,4,"Long"
"112",1,29,5,8,39.5482346751681,"Rough","Avg. Reward Condition",40,"4",94,4,"Long"
"113",1,30,6,5,64.8120312113293,"Rough","Avg. Reward Condition",40,"4",62,4,"Long"
"114",1,31,9,0,57.2100931574182,"Rough","Avg. Reward Condition",40,"4",10,4,"Long"
"115",1,32,6,6,73.1570356560972,"Rough","Avg. Reward Condition",40,"4",73,4,"Long"
"116",1,33,7,4,73.3248485001287,"Rough","Avg. Reward Condition",40,"4",52,4,"Long"
"117",1,34,10,2,77.6423295803119,"Rough","Avg. Reward Condition",40,"4",33,4,"Long"
"118",1,35,5,4,59.2776068858534,"Rough","Avg. Reward Condition",40,"4",50,4,"Long"
"119",1,36,10,1,72.8353068382427,"Rough","Avg. Reward Condition",40,"4",22,4,"Long"
"120",1,37,2,3,64.1450860861758,"Rough","Avg. Reward Condition",40,"4",36,4,"Long"
"121",1,38,8,4,65.4001551521178,"Rough","Avg. Reward Condition",40,"4",53,4,"Long"
"122",1,39,6,9,48.6880190782751,"Rough","Avg. Reward Condition",40,"4",106,4,"Long"
"123",1,40,9,1,60.8910168599768,"Rough","Avg. Reward Condition",40,"4",21,4,"Long"
"124",1,41,9,8,78.8036694153572,"Rough","Avg. Reward Condition",40,"4",98,4,"Long"
"125",1,1,0,2,64.4409661109689,"Rough","Avg. Reward Condition",20,"5",23,5,"Short"
"126",1,2,0,1,65.3456129286578,"Rough","Avg. Reward Condition",20,"5",12,5,"Short"
"127",1,3,5,5,32.848866860403,"Rough","Avg. Reward Condition",20,"5",61,5,"Short"
"128",1,4,3,2,48.6711536627271,"Rough","Avg. Reward Condition",20,"5",26,5,"Short"
"129",1,5,2,7,36.3841568460802,"Rough","Avg. Reward Condition",20,"5",80,5,"Short"
"130",1,6,1,1,71.1759996690276,"Rough","Avg. Reward Condition",20,"5",13,5,"Short"
"131",1,7,7,8,22.9940684366215,"Rough","Avg. Reward Condition",20,"5",96,5,"Short"
"132",1,8,1,8,27.6316672751783,"Rough","Avg. Reward Condition",20,"5",90,5,"Short"
"133",1,9,9,0,11.8774072924795,"Rough","Avg. Reward Condition",20,"5",10,5,"Short"
"134",1,10,4,1,36.6948932499117,"Rough","Avg. Reward Condition",20,"5",16,5,"Short"
"135",1,11,2,10,54.5646114683312,"Rough","Avg. Reward Condition",20,"5",113,5,"Short"
"136",1,12,9,8,49.0474995122184,"Rough","Avg. Reward Condition",20,"5",98,5,"Short"
"137",1,13,5,9,23.8348743374816,"Rough","Avg. Reward Condition",20,"5",105,5,"Short"
"138",1,14,2,1,51.6085825276977,"Rough","Avg. Reward Condition",20,"5",14,5,"Short"
"139",1,15,2,7,36.3841568460802,"Rough","Avg. Reward Condition",20,"5",80,5,"Short"
"140",1,16,1,4,31.2670409305907,"Rough","Avg. Reward Condition",20,"5",46,5,"Short"
"141",1,17,1,4,31.2670409305907,"Rough","Avg. Reward Condition",20,"5",46,5,"Short"
"142",1,18,1,0,44.1381856766965,"Rough","Avg. Reward Condition",20,"5",2,5,"Short"
"143",1,19,7,2,55.9275751413252,"Rough","Avg. Reward Condition",20,"5",30,5,"Short"
"144",1,20,1,1,71.1759996690276,"Rough","Avg. Reward Condition",20,"5",13,5,"Short"
"145",1,21,8,3,59.0490578971639,"Rough","Avg. Reward Condition",20,"5",42,5,"Short"
"146",1,1,9,2,39.8228418923137,"Rough","Avg. Reward Condition",40,"6",32,6,"Long"
"147",1,2,2,2,75.2998584228021,"Rough","Avg. Reward Condition",40,"6",25,6,"Long"
"148",1,3,5,7,95.4475396391107,"Rough","Avg. Reward Condition",40,"6",83,6,"Long"
"149",1,4,2,1,71.2084102160603,"Rough","Avg. Reward Condition",40,"6",14,6,"Long"
"150",1,5,0,9,63.3478366048468,"Rough","Avg. Reward Condition",40,"6",100,6,"Long"
"151",1,6,4,7,71.8109228804708,"Rough","Avg. Reward Condition",40,"6",82,6,"Long"
"152",1,7,5,6,100,"Rough","Avg. Reward Condition",40,"6",72,6,"Long"
"153",1,8,2,9,40.8922396927792,"Rough","Avg. Reward Condition",40,"6",102,6,"Long"
"154",1,9,0,10,57.0348841839944,"Rough","Avg. Reward Condition",40,"6",111,6,"Long"
"155",1,10,10,2,40.3253784101298,"Rough","Avg. Reward Condition",40,"6",33,6,"Long"
"156",1,11,9,8,85.7573935505375,"Rough","Avg. Reward Condition",40,"6",98,6,"Long"
"157",1,12,5,6,100,"Rough","Avg. Reward Condition",40,"6",72,6,"Long"
"158",1,13,10,8,81.5439013979377,"Rough","Avg. Reward Condition",40,"6",99,6,"Long"
"159",1,14,3,2,92.3609329000905,"Rough","Avg. Reward Condition",40,"6",26,6,"Long"
"160",1,15,8,0,73.9756184562908,"Rough","Avg. Reward Condition",40,"6",9,6,"Long"
"161",1,16,9,1,72.9706833593443,"Rough","Avg. Reward Condition",40,"6",21,6,"Long"
"162",1,17,3,3,78.6603428808522,"Rough","Avg. Reward Condition",40,"6",37,6,"Long"
"163",1,18,7,3,39.8382948822968,"Rough","Avg. Reward Condition",40,"6",41,6,"Long"
"164",1,19,10,8,81.5439013979377,"Rough","Avg. Reward Condition",40,"6",99,6,"Long"
"165",1,20,6,8,66.326299077943,"Rough","Avg. Reward Condition",40,"6",95,6,"Long"
"166",1,21,9,0,53.2886694001557,"Rough","Avg. Reward Condition",40,"6",10,6,"Long"
"167",1,22,4,2,81.6647174161388,"Rough","Avg. Reward Condition",40,"6",27,6,"Long"
"168",1,23,9,6,67.9862039342171,"Rough","Avg. Reward Condition",40,"6",76,6,"Long"
"169",1,24,10,8,81.5439013979377,"Rough","Avg. Reward Condition",40,"6",99,6,"Long"
"170",1,25,4,0,44.6746717399541,"Rough","Avg. Reward Condition",40,"6",5,6,"Long"
"171",1,26,7,2,67.7479443661215,"Rough","Avg. Reward Condition",40,"6",30,6,"Long"
"172",1,27,4,5,57.6305415572569,"Rough","Avg. Reward Condition",40,"6",60,6,"Long"
"173",1,28,10,7,59.9919604087236,"Rough","Avg. Reward Condition",40,"6",88,6,"Long"
"174",1,29,3,3,78.6603428808522,"Rough","Avg. Reward Condition",40,"6",37,6,"Long"
"175",1,30,6,3,32.6895102887669,"Rough","Avg. Reward Condition",40,"6",40,6,"Long"
"176",1,31,0,3,40.8389593138381,"Rough","Avg. Reward Condition",40,"6",34,6,"Long"
"177",1,32,6,1,64.0621686856382,"Rough","Avg. Reward Condition",40,"6",18,6,"Long"
"178",1,33,8,8,74.2665096632298,"Rough","Avg. Reward Condition",40,"6",97,6,"Long"
"179",1,34,1,5,60.2115433548299,"Rough","Avg. Reward Condition",40,"6",57,6,"Long"
"180",1,35,6,6,97.0143306966023,"Rough","Avg. Reward Condition",40,"6",73,6,"Long"
"181",1,36,2,5,10.9073307370141,"Rough","Avg. Reward Condition",40,"6",58,6,"Long"
"182",1,37,9,5,58.7716718822745,"Rough","Avg. Reward Condition",40,"6",65,6,"Long"
"183",1,38,7,9,33.6333693402213,"Rough","Avg. Reward Condition",40,"6",107,6,"Long"
"184",1,39,6,7,79.1421963160271,"Rough","Avg. Reward Condition",40,"6",84,6,"Long"
"185",1,40,8,5,68.8394216351871,"Rough","Avg. Reward Condition",40,"6",64,6,"Long"
"186",1,41,6,10,32.3469021465109,"Rough","Avg. Reward Condition",40,"6",117,6,"Long"
"187",1,1,4,1,54.7263505752768,"Rough","Avg. Reward Condition",20,"7",16,7,"Short"
"188",1,2,0,0,47.2297106742419,"Rough","Avg. Reward Condition",20,"7",1,7,"Short"
"189",1,3,2,4,50.1349691465134,"Rough","Avg. Reward Condition",20,"7",47,7,"Short"
"190",1,4,2,1,32.7608851957518,"Rough","Avg. Reward Condition",20,"7",14,7,"Short"
"191",1,5,8,0,72.9354979095338,"Rough","Avg. Reward Condition",20,"7",9,7,"Short"
"192",1,6,7,0,94.4174730147353,"Rough","Avg. Reward Condition",20,"7",8,7,"Short"
"193",1,7,6,2,37.1794683639589,"Rough","Avg. Reward Condition",20,"7",29,7,"Short"
"194",1,8,6,0,94.4963050018738,"Rough","Avg. Reward Condition",20,"7",7,7,"Short"
"195",1,9,0,3,82.5721379784096,"Rough","Avg. Reward Condition",20,"7",34,7,"Short"
"196",1,10,9,7,52.0950905321092,"Rough","Avg. Reward Condition",20,"7",87,7,"Short"
"197",1,11,10,3,32.6350825351917,"Rough","Avg. Reward Condition",20,"7",44,7,"Short"
"198",1,12,3,8,24.7062704261568,"Rough","Avg. Reward Condition",20,"7",92,7,"Short"
"199",1,13,5,6,17.4640278220834,"Rough","Avg. Reward Condition",20,"7",72,7,"Short"
"200",1,14,0,4,74.8791108715427,"Rough","Avg. Reward Condition",20,"7",45,7,"Short"
"201",1,15,5,0,91.7432297732024,"Rough","Avg. Reward Condition",20,"7",6,7,"Short"
"202",1,16,0,5,85.1317086337792,"Rough","Avg. Reward Condition",20,"7",56,7,"Short"
"203",1,17,9,1,48.6385669083933,"Rough","Avg. Reward Condition",20,"7",21,7,"Short"
"204",1,18,7,1,83.5475141176989,"Rough","Avg. Reward Condition",20,"7",19,7,"Short"
"205",1,19,6,1,58.9505924012191,"Rough","Avg. Reward Condition",20,"7",18,7,"Short"
"206",1,20,1,5,100,"Rough","Avg. Reward Condition",20,"7",57,7,"Short"
"207",1,21,1,8,26.3468808811105,"Rough","Avg. Reward Condition",20,"7",90,7,"Short"
"208",1,1,2,8,76.6612270941655,"Rough","Avg. Reward Condition",40,"8",91,8,"Long"
"209",1,2,4,10,14.42380895843,"Rough","Avg. Reward Condition",40,"8",115,8,"Long"
"210",1,3,8,1,47.0627415324652,"Rough","Avg. Reward Condition",40,"8",20,8,"Long"
"211",1,4,2,5,52.9476469260849,"Rough","Avg. Reward Condition",40,"8",58,8,"Long"
"212",1,5,7,1,40.8192453000824,"Rough","Avg. Reward Condition",40,"8",19,8,"Long"
"213",1,6,0,8,24.5864269279588,"Rough","Avg. Reward Condition",40,"8",89,8,"Long"
"214",1,7,3,8,66.9283199969529,"Rough","Avg. Reward Condition",40,"8",92,8,"Long"
"215",1,8,1,10,30.8155263252467,"Rough","Avg. Reward Condition",40,"8",112,8,"Long"
"216",1,9,10,2,51.2894760836585,"Rough","Avg. Reward Condition",40,"8",33,8,"Long"
"217",1,10,7,4,41.2492240825344,"Rough","Avg. Reward Condition",40,"8",52,8,"Long"
"218",1,11,7,6,33.7698034361065,"Rough","Avg. Reward Condition",40,"8",74,8,"Long"
"219",1,12,3,3,61.9515693449088,"Rough","Avg. Reward Condition",40,"8",37,8,"Long"
"220",1,13,7,2,55.9275751413252,"Rough","Avg. Reward Condition",40,"8",30,8,"Long"
"221",1,14,3,7,47.3255867438029,"Rough","Avg. Reward Condition",40,"8",81,8,"Long"
"222",1,15,7,10,50.1452665258359,"Rough","Avg. Reward Condition",40,"8",118,8,"Long"
"223",1,16,9,6,37.8754043106106,"Rough","Avg. Reward Condition",40,"8",76,8,"Long"
"224",1,17,2,5,52.9476469260849,"Rough","Avg. Reward Condition",40,"8",58,8,"Long"
"225",1,18,5,6,67.055437287635,"Rough","Avg. Reward Condition",40,"8",72,8,"Long"
"226",1,19,8,3,59.0490578971639,"Rough","Avg. Reward Condition",40,"8",42,8,"Long"
"227",1,20,0,4,3.98967104504308,"Rough","Avg. Reward Condition",40,"8",45,8,"Long"
"228",1,21,2,9,75.1501969131058,"Rough","Avg. Reward Condition",40,"8",102,8,"Long"
"229",1,22,3,0,32.6932648884738,"Rough","Avg. Reward Condition",40,"8",4,8,"Long"
"230",1,23,5,1,45.7416086837136,"Rough","Avg. Reward Condition",40,"8",17,8,"Long"
"231",1,24,9,9,55.0944127232389,"Rough","Avg. Reward Condition",40,"8",109,8,"Long"
"232",1,25,4,3,94.794324286051,"Rough","Avg. Reward Condition",40,"8",38,8,"Long"
"233",1,26,2,2,35.4180456791571,"Rough","Avg. Reward Condition",40,"8",25,8,"Long"
"234",1,27,3,1,24.1019825166846,"Rough","Avg. Reward Condition",40,"8",15,8,"Long"
"235",1,28,9,8,49.0474995122184,"Rough","Avg. Reward Condition",40,"8",98,8,"Long"
"236",1,29,5,9,23.8348743374816,"Rough","Avg. Reward Condition",40,"8",105,8,"Long"
"237",1,30,5,4,35.2754667062624,"Rough","Avg. Reward Condition",40,"8",50,8,"Long"
"238",1,31,9,1,39.5345898107298,"Rough","Avg. Reward Condition",40,"8",21,8,"Long"
"239",1,32,8,9,44.028878775324,"Rough","Avg. Reward Condition",40,"8",108,8,"Long"
"240",1,33,7,6,33.7698034361065,"Rough","Avg. Reward Condition",40,"8",74,8,"Long"
"241",1,34,5,3,80.7551191777029,"Rough","Avg. Reward Condition",40,"8",39,8,"Long"
"242",1,35,4,3,94.794324286051,"Rough","Avg. Reward Condition",40,"8",38,8,"Long"
"243",1,36,8,3,59.0490578971639,"Rough","Avg. Reward Condition",40,"8",42,8,"Long"
"244",1,37,2,7,36.3841568460802,"Rough","Avg. Reward Condition",40,"8",80,8,"Long"
"245",1,38,8,5,68.1580149592583,"Rough","Avg. Reward Condition",40,"8",64,8,"Long"
"246",1,39,10,1,61.8531296162429,"Rough","Avg. Reward Condition",40,"8",22,8,"Long"
"247",1,40,4,3,94.794324286051,"Rough","Avg. Reward Condition",40,"8",38,8,"Long"
"248",1,41,4,3,94.794324286051,"Rough","Avg. Reward Condition",40,"8",38,8,"Long"
"249",2,1,6,3,72.3648366559739,"Rough","Avg. Reward Condition",40,"1",40,9,"Long"
"250",2,2,5,3,63.6314304033713,"Rough","Avg. Reward Condition",40,"1",39,9,"Long"
"251",2,3,5,6,47.8129336861214,"Rough","Avg. Reward Condition",40,"1",72,9,"Long"
"252",2,4,0,9,26.5966088386494,"Rough","Avg. Reward Condition",40,"1",100,9,"Long"
"253",2,5,6,9,72.1740224383506,"Rough","Avg. Reward Condition",40,"1",106,9,"Long"
"254",2,6,9,7,49.674641221052,"Rough","Avg. Reward Condition",40,"1",87,9,"Long"
"255",2,7,5,9,48.3044171595969,"Rough","Avg. Reward Condition",40,"1",105,9,"Long"
"256",2,8,6,10,74.9768973404555,"Rough","Avg. Reward Condition",40,"1",117,9,"Long"
"257",2,9,6,4,44.9938943868475,"Rough","Avg. Reward Condition",40,"1",51,9,"Long"
"258",2,10,6,2,71.6274675486182,"Rough","Avg. Reward Condition",40,"1",29,9,"Long"
"259",2,11,5,2,41.5069107029267,"Rough","Avg. Reward Condition",40,"1",28,9,"Long"
"260",2,12,7,2,63.8501760294012,"Rough","Avg. Reward Condition",40,"1",30,9,"Long"
"261",2,13,7,3,65.2894287443007,"Rough","Avg. Reward Condition",40,"1",41,9,"Long"
"262",2,14,0,5,73.4743256802096,"Rough","Avg. Reward Condition",40,"1",56,9,"Long"
"263",2,15,9,3,32.6557513762686,"Rough","Avg. Reward Condition",40,"1",43,9,"Long"
"264",2,16,6,7,47.0402121528256,"Rough","Avg. Reward Condition",40,"1",84,9,"Long"
"265",2,17,0,6,64.8740030976897,"Rough","Avg. Reward Condition",40,"1",67,9,"Long"
"266",2,18,8,6,39.3548348521366,"Rough","Avg. Reward Condition",40,"1",75,9,"Long"
"267",2,19,5,4,50.7453556763626,"Rough","Avg. Reward Condition",40,"1",50,9,"Long"
"268",2,20,0,2,79.3285213093921,"Rough","Avg. Reward Condition",40,"1",23,9,"Long"
"269",2,21,7,10,69.9878976597928,"Rough","Avg. Reward Condition",40,"1",118,9,"Long"
"270",2,22,2,0,30.4119730955053,"Rough","Avg. Reward Condition",40,"1",3,9,"Long"
"271",2,23,0,4,38.4070367108847,"Rough","Avg. Reward Condition",40,"1",45,9,"Long"
"272",2,24,7,9,92.1104494537164,"Rough","Avg. Reward Condition",40,"1",107,9,"Long"
"273",2,25,7,8,100,"Rough","Avg. Reward Condition",40,"1",96,9,"Long"
"274",2,26,7,8,100,"Rough","Avg. Reward Condition",40,"1",96,9,"Long"
"275",2,27,7,8,100,"Rough","Avg. Reward Condition",40,"1",96,9,"Long"
"276",2,28,7,8,100,"Rough","Avg. Reward Condition",40,"1",96,9,"Long"
"277",2,29,7,8,100,"Rough","Avg. Reward Condition",40,"1",96,9,"Long"
"278",2,30,7,8,100,"Rough","Avg. Reward Condition",40,"1",96,9,"Long"
"279",2,31,7,8,100,"Rough","Avg. Reward Condition",40,"1",96,9,"Long"
"280",2,32,7,8,100,"Rough","Avg. Reward Condition",40,"1",96,9,"Long"
"281",2,33,7,8,100,"Rough","Avg. Reward Condition",40,"1",96,9,"Long"
"282",2,34,7,8,100,"Rough","Avg. Reward Condition",40,"1",96,9,"Long"
"283",2,35,7,8,100,"Rough","Avg. Reward Condition",40,"1",96,9,"Long"
"284",2,36,8,9,62.9374230938864,"Rough","Avg. Reward Condition",40,"1",108,9,"Long"
"285",2,37,6,8,72.494296563532,"Rough","Avg. Reward Condition",40,"1",95,9,"Long"
"286",2,38,7,8,100,"Rough","Avg. Reward Condition",40,"1",96,9,"Long"
"287",2,39,7,8,100,"Rough","Avg. Reward Condition",40,"1",96,9,"Long"
