id,trial,x,y,z,zmax,kernel,scenario,horizon,round,chosen,overall,Horizon
1,19,2,2,84.7630980687,0.5,Rough,Avg. Reward Condition,20,3,115,3,Short
1,20,2,0,38.9511021227,0.5,Rough,Avg. Reward Condition,20,3,101,3,Short
1,21,3,5,55.1289621064,0.5,Rough,Avg. Reward Condition,20,3,111,3,Short
1,1,10,9,72.511042557,-0.31,Rough,Avg. Reward Condition,40,4,18,4,Long
1,2,8,8,44.0626682473,-0.26,Rough,Avg. Reward Condition,40,4,35,4,Long
1,3,8,10,71.5964693856,-0.26,Rough,Avg. Reward Condition,40,4,71,4,Long
1,4,10,10,60.9536300232,0.07,Rough,Avg. Reward Condition,40,4,102,4,Long
1,5,7,5,45.3166315682,0.07,Rough,Avg. Reward Condition,40,4,107,4,Long
1,6,8,5,55.4827017868,0.07,Rough,Avg. Reward Condition,40,4,113,4,Long
1,7,8,4,42.8412484536,0.14,Rough,Avg. Reward Condition,40,4,112,4,Long
1,8,0,7,37.8557325595,0.14,Rough,Avg. Reward Condition,40,4,90,4,Long
1,9,7,3,32.8647798695,0.14,Rough,Avg. Reward Condition,40,4,100,4,Long
1,10,6,3,20.2544962767,0.14,Rough,Avg. Reward Condition,40,4,111,4,Long
1,11,8,2,32.4684678329,0.14,Rough,Avg. Reward Condition,40,4,101,4,Long
1,12,7,0,35.3153428371,0.14,Rough,Avg. Reward Condition,40,4,91,4,Long
1,13,3,4,78.3141725672,0.14,Rough,Avg. Reward Condition,40,4,92,4,Long
1,14,5,10,12.2429925631,0.14,Rough,Avg. Reward Condition,40,4,70,4,Long
1,15,0,9,12.3134748029,0.16,Rough,Avg. Reward Condition,40,4,81,4,Long
1,16,5,9,27.8877377842,0.16,Rough,Avg. Reward Condition,40,4,80,4,Long
1,17,4,9,52.7069887454,0.16,Rough,Avg. Reward Condition,40,4,82,4,Long
1,18,4,1,0,0.16,Rough,Avg. Reward Condition,40,4,116,4,Long
1,19,5,9,27.8877377842,0.16,Rough,Avg. Reward Condition,40,4,53,4,Long
1,20,3,5,75.0250883463,0.16,Rough,Avg. Reward Condition,40,4,99,4,Long
1,21,2,5,41.710185517,0.16,Rough,Avg. Reward Condition,40,4,121,4,Long
1,22,4,8,36.8102979545,0.16,Rough,Avg. Reward Condition,40,4,54,4,Long
1,23,3,7,53.4998993766,0.16,Rough,Avg. Reward Condition,40,4,55,4,Long
1,24,8,3,14.8228796723,0.16,Rough,Avg. Reward Condition,40,4,42,4,Long
1,25,10,1,60.2797132322,0.16,Rough,Avg. Reward Condition,40,4,52,4,Long
1,26,10,2,56.4762656457,0.16,Rough,Avg. Reward Condition,40,4,52,4,Long
1,27,5,4,27.7456912697,0.16,Rough,Avg. Reward Condition,40,4,41,4,Long
1,28,4,6,48.5193217732,0.16,Rough,Avg. Reward Condition,40,4,30,4,Long
1,29,4,5,56.5702647427,0.29,Rough,Avg. Reward Condition,40,4,31,4,Long
1,30,1,9,37.1316762369,0.29,Rough,Avg. Reward Condition,40,4,9,4,Long
1,31,10,3,46.3196301095,0.29,Rough,Avg. Reward Condition,40,4,21,4,Long
1,32,5,0,42.7676425321,0.29,Rough,Avg. Reward Condition,40,4,20,4,Long
1,33,10,7,85.4397638131,0.29,Rough,Avg. Reward Condition,40,4,32,4,Long
1,34,5,6,65.7919203461,0.29,Rough,Avg. Reward Condition,40,4,22,4,Long
1,35,7,9,31.0713174605,0.29,Rough,Avg. Reward Condition,40,4,44,4,Long
1,36,8,7,52.5353402462,0.29,Rough,Avg. Reward Condition,40,4,43,4,Long
1,37,6,1,69.9924833119,0.29,Rough,Avg. Reward Condition,40,4,33,4,Long
1,38,2,0,58.0037440904,0.29,Rough,Avg. Reward Condition,40,4,51,4,Long
1,39,9,0,28.4138633076,0.29,Rough,Avg. Reward Condition,40,4,3,4,Long
1,40,9,1,49.5835644833,0.29,Rough,Avg. Reward Condition,40,4,26,4,Long
1,41,2,10,27.467616145,0.29,Rough,Avg. Reward Condition,40,4,4,4,Long
1,1,3,6,45.9504807109,0.11,Rough,Avg. Reward Condition,20,5,71,5,Short
1,2,3,4,72.1209794617,0.17,Rough,Avg. Reward Condition,20,5,14,5,Short
1,3,7,2,5.6799272742,0.17,Rough,Avg. Reward Condition,20,5,21,5,Short
1,4,9,2,59.0192052843,0.17,Rough,Avg. Reward Condition,20,5,109,5,Short
1,5,2,7,42.7772511233,0.17,Rough,Avg. Reward Condition,20,5,101,5,Short
1,6,4,3,60.3338826342,0.17,Rough,Avg. Reward Condition,20,5,41,5,Short
1,7,4,2,25.7389872414,0.17,Rough,Avg. Reward Condition,20,5,37,5,Short
1,8,1,7,65.8282604255,0.17,Rough,Avg. Reward Condition,20,5,85,5,Short
1,9,1,8,57.1437083477,0.17,Rough,Avg. Reward Condition,20,5,81,5,Short
1,10,2,1,57.04970142,0.17,Rough,Avg. Reward Condition,20,5,61,5,Short
1,11,4,10,33.7085018505,0.17,Rough,Avg. Reward Condition,20,5,57,5,Short
1,12,5,10,34.5994838475,0.18,Rough,Avg. Reward Condition,20,5,65,5,Short
1,13,3,7,55.5467645036,0.18,Rough,Avg. Reward Condition,20,5,17,5,Short
1,14,3,9,34.6833243575,0.18,Rough,Avg. Reward Condition,20,5,105,5,Short
1,15,3,2,44.1450806306,0.37,Rough,Avg. Reward Condition,20,5,66,5,Short
1,16,0,3,67.8002087512,0.38,Rough,Avg. Reward Condition,20,5,66,5,Short
1,17,0,2,53.4074849523,0.5,Rough,Avg. Reward Condition,20,5,55,5,Short
1,18,0,4,73.5825236698,0.5,Rough,Avg. Reward Condition,20,5,77,5,Short
1,19,1,4,70.1094548151,0.5,Rough,Avg. Reward Condition,20,5,44,5,Short
1,20,1,3,82.516295746,0.5,Rough,Avg. Reward Condition,20,5,54,5,Short
1,21,1,2,77.703125599,0.5,Rough,Avg. Reward Condition,20,5,53,5,Short
1,1,10,2,72.5729702326,0.24,Rough,Avg. Reward Condition,40,6,24,6,Long
1,2,9,2,80.7274963103,0.24,Rough,Avg. Reward Condition,40,6,16,6,Long
1,3,9,1,71.6538266812,0.24,Rough,Avg. Reward Condition,40,6,30,6,Long
1,4,8,1,63.1293377459,0.29,Rough,Avg. Reward Condition,40,6,85,6,Long
1,5,3,2,46.0666798717,0.29,Rough,Avg. Reward Condition,40,6,104,6,Long
1,6,2,2,71.3818966101,0.29,Rough,Avg. Reward Condition,40,6,102,6,Long
1,7,2,3,47.5308435127,0.29,Rough,Avg. Reward Condition,40,6,85,6,Long
1,8,1,3,78.9236623534,0.29,Rough,Avg. Reward Condition,40,6,86,6,Long
1,9,1,2,100,0.29,Rough,Avg. Reward Condition,40,6,98,6,Long
1,10,0,2,95.1832335243,0.29,Rough,Avg. Reward Condition,40,6,55,6,Long
1,11,0,1,88.0859970924,0.29,Rough,Avg. Reward Condition,40,6,32,6,Long
1,12,0,9,24.6902821477,0.29,Rough,Avg. Reward Condition,40,6,36,6,Long
1,13,4,6,37.3241203107,0.29,Rough,Avg. Reward Condition,40,6,36,6,Long
1,14,4,5,83.3494721532,0.29,Rough,Avg. Reward Condition,40,6,35,6,Long
1,15,5,5,46.1370569424,0.29,Rough,Avg. Reward Condition,40,6,1,6,Long
1,16,5,7,33.835624051,0.29,Rough,Avg. Reward Condition,40,6,12,6,Long
1,17,8,10,40.4645686196,0.29,Rough,Avg. Reward Condition,40,6,23,6,Long
1,18,8,8,77.4510822017,0.29,Rough,Avg. Reward Condition,40,6,35,6,Long
1,19,7,8,69.8476397875,0.29,Rough,Avg. Reward Condition,40,6,14,6,Long
1,20,7,7,44.6037963682,0.29,Rough,Avg. Reward Condition,40,6,90,6,Long
1,21,2,4,51.9546837042,0.29,Rough,Avg. Reward Condition,40,6,60,6,Long
1,22,3,4,73.980710215,0.29,Rough,Avg. Reward Condition,40,6,60,6,Long
1,23,3,5,91.5692138938,0.29,Rough,Avg. Reward Condition,40,6,52,6,Long
1,24,3,5,91.5692138938,0.29,Rough,Avg. Reward Condition,40,6,63,6,Long
1,25,0,6,57.3114594367,0.29,Rough,Avg. Reward Condition,40,6,74,6,Long
1,26,1,6,89.9274342754,0.44,Rough,Avg. Reward Condition,40,6,96,6,Long
1,27,2,6,90.2125642233,0.44,Rough,Avg. Reward Condition,40,6,107,6,Long
1,28,1,9,59.4981379407,0.44,Rough,Avg. Reward Condition,40,6,105,6,Long
1,29,6,9,52.3137546379,0.44,Rough,Avg. Reward Condition,40,6,97,6,Long
1,30,3,9,50.0571872715,0.44,Rough,Avg. Reward Condition,40,6,107,6,Long
1,31,4,9,44.2682340241,0.44,Rough,Avg. Reward Condition,40,6,95,6,Long
1,32,8,9,59.3788752581,0.44,Rough,Avg. Reward Condition,40,6,94,6,Long
1,33,9,8,42.739165726,0.44,Rough,Avg. Reward Condition,40,6,93,6,Long
1,34,2,6,90.2125642233,0.44,Rough,Avg. Reward Condition,40,6,27,6,Long
1,35,2,5,87.9015805669,0.44,Rough,Avg. Reward Condition,40,6,21,6,Long
1,36,3,6,54.3433653305,0.44,Rough,Avg. Reward Condition,40,6,77,6,Long
1,37,2,6,90.2125642233,0.44,Rough,Avg. Reward Condition,40,6,99,6,Long
1,38,8,4,71.7350689327,0.44,Rough,Avg. Reward Condition,40,6,66,6,Long
1,39,9,3,76.9729164747,0.44,Rough,Avg. Reward Condition,40,6,66,6,Long
1,40,6,4,54.0696372029,0.44,Rough,Avg. Reward Condition,40,6,88,6,Long
1,41,5,4,66.0342467268,0.44,Rough,Avg. Reward Condition,40,6,76,6,Long
1,1,2,8,51.8875226537,0.11,Rough,Avg. Reward Condition,20,7,121,7,Short
1,2,2,7,63.6213705397,0.12,Rough,Avg. Reward Condition,20,7,13,7,Short
1,3,2,6,66.3176566242,0.12,Rough,Avg. Reward Condition,20,7,16,7,Short
1,4,3,6,70.1588765726,0.12,Rough,Avg. Reward Condition,20,7,29,7,Short
1,5,0,10,38.9648498941,0.12,Rough,Avg. Reward Condition,20,7,21,7,Short
1,6,7,6,43.2962098422,0.19,Rough,Avg. Reward Condition,20,7,108,7,Short
1,7,4,8,26.4974309908,0.19,Rough,Avg. Reward Condition,20,7,86,7,Short
1,8,9,8,39.8812443558,0.19,Rough,Avg. Reward Condition,20,7,96,7,Short
1,9,10,8,34.4924588465,0.19,Rough,Avg. Reward Condition,20,7,81,7,Short
1,10,10,7,43.8260552443,0.19,Rough,Avg. Reward Condition,20,7,69,7,Short
1,11,5,10,31.2358509645,0.19,Rough,Avg. Reward Condition,20,7,57,7,Short
1,12,6,10,22.6054443345,0.19,Rough,Avg. Reward Condition,20,7,112,7,Short
1,13,4,4,51.1456416516,0.19,Rough,Avg. Reward Condition,20,7,116,7,Short
1,14,4,2,49.582488593,0.32,Rough,Avg. Reward Condition,20,7,107,7,Short
1,15,4,1,57.1643827547,0.36,Rough,Avg. Reward Condition,20,7,118,7,Short
1,16,0,7,23.2514294242,0.36,Rough,Avg. Reward Condition,20,7,119,7,Short
1,17,1,6,49.8844020365,0.39,Rough,Avg. Reward Condition,20,7,117,7,Short
1,18,2,6,66.3176566242,0.39,Rough,Avg. Reward Condition,20,7,106,7,Short
1,19,2,5,54.3562924006,0.39,Rough,Avg. Reward Condition,20,7,95,7,Short
1,20,10,5,57.900836521,0.39,Rough,Avg. Reward Condition,20,7,105,7,Short
1,21,9,5,33.9547418706,0.39,Rough,Avg. Reward Condition,20,7,109,7,Short
1,1,1,7,60.365468559,-0.06,Rough,Avg. Reward Condition,40,8,31,8,Long
1,2,1,8,35.1070926301,-0.06,Rough,Avg. Reward Condition,40,8,27,8,Long
1,3,1,0,83.5236344818,0.19,Rough,Avg. Reward Condition,40,8,24,8,Long
1,4,1,1,49.8229804023,0.19,Rough,Avg. Reward Condition,40,8,23,8,Long
1,5,5,8,61.7105758678,0.19,Rough,Avg. Reward Condition,40,8,2,8,Long
1,6,2,5,39.0745307224,0.26,Rough,Avg. Reward Condition,40,8,35,8,Long
1,7,8,6,1.8079601865,0.26,Rough,Avg. Reward Condition,40,8,46,8,Long
1,8,7,7,34.6539502401,0.26,Rough,Avg. Reward Condition,40,8,34,8,Long
1,9,7,2,45.3020225854,0.37,Rough,Avg. Reward Condition,40,8,36,8,Long
1,10,6,6,30.3358795873,0.49,Rough,Avg. Reward Condition,40,8,25,8,Long
1,11,7,5,4.7317505186,0.49,Rough,Avg. Reward Condition,40,8,37,8,Long
1,12,5,5,60.2282366594,0.49,Rough,Avg. Reward Condition,40,8,15,8,Long
1,13,5,7,31.1556847928,0.49,Rough,Avg. Reward Condition,40,8,14,8,Long
1,14,4,3,30.449935822,0.49,Rough,Avg. Reward Condition,40,8,13,8,Long
1,15,4,5,65.4711627446,0.49,Rough,Avg. Reward Condition,40,8,3,8,Long
1,16,1,8,35.1070926301,0.49,Rough,Avg. Reward Condition,40,8,37,8,Long
1,17,9,3,52.5751779694,0.49,Rough,Avg. Reward Condition,40,8,47,8,Long
1,18,9,7,82.8870600419,0.49,Rough,Avg. Reward Condition,40,8,26,8,Long
1,19,10,7,64.0304826931,0.49,Rough,Avg. Reward Condition,40,8,29,8,Long
1,20,8,7,42.1666103713,0.49,Rough,Avg. Reward Condition,40,8,86,8,Long
1,21,1,2,36.7054218908,0.49,Rough,Avg. Reward Condition,40,8,22,8,Long
1,22,0,3,20.3156192085,0.49,Rough,Avg. Reward Condition,40,8,65,8,Long
1,23,6,2,57.814367814,0.49,Rough,Avg. Reward Condition,40,8,72,8,Long
1,24,9,0,18.5206183987,0.49,Rough,Avg. Reward Condition,40,8,121,8,Long
1,25,6,7,31.2453009051,0.49,Rough,Avg. Reward Condition,40,8,117,8,Long
1,26,6,8,47.3250412535,0.49,Rough,Avg. Reward Condition,40,8,104,8,Long
1,27,8,1,48.5054292481,0.49,Rough,Avg. Reward Condition,40,8,80,8,Long
1,28,10,8,84.8321481843,0.49,Rough,Avg. Reward Condition,40,8,67,8,Long
1,29,9,8,100,0.49,Rough,Avg. Reward Condition,40,8,112,8,Long
1,30,9,9,56.1300557047,0.49,Rough,Avg. Reward Condition,40,8,103,8,Long
1,31,5,0,63.7023993468,0.49,Rough,Avg. Reward Condition,40,8,94,8,Long
1,32,5,1,62.2178044014,0.49,Rough,Avg. Reward Condition,40,8,113,8,Long
1,33,2,0,46.5810288005,0.49,Rough,Avg. Reward Condition,40,8,102,8,Long
1,34,8,5,0,0.49,Rough,Avg. Reward Condition,40,8,101,8,Long
1,35,10,8,84.8321481843,0.49,Rough,Avg. Reward Condition,40,8,108,8,Long
1,36,9,8,100,0.49,Rough,Avg. Reward Condition,40,8,107,8,Long
1,37,8,8,67.1128582001,0.49,Rough,Avg. Reward Condition,40,8,118,8,Long
1,38,7,0,36.7201386585,0.49,Rough,Avg. Reward Condition,40,8,119,8,Long
1,39,1,10,50.2356022974,0.49,Rough,Avg. Reward Condition,40,8,97,8,Long
1,40,0,10,40.1320586753,0.49,Rough,Avg. Reward Condition,40,8,109,8,Long
1,41,0,5,93.2896159772,0.49,Rough,Avg. Reward Condition,40,8,96,8,Long
2,1,2,0,54.8642131936,-0.23,Rough,Avg. Reward Condition,40,1,66,9,Long
2,2,4,1,41.9723015643,0.18,Rough,Avg. Reward Condition,40,1,62,9,Long
2,3,3,0,55.0475436218,0.18,Rough,Avg. Reward Condition,40,1,61,9,Long
2,4,6,6,17.8573252505,0.18,Rough,Avg. Reward Condition,40,1,72,9,Long
2,5,2,7,55.9761738528,0.18,Rough,Avg. Reward Condition,40,1,51,9,Long
2,6,0,10,11.2786864565,0.18,Rough,Avg. Reward Condition,40,1,63,9,Long
2,7,3,6,61.6521718993,0.18,Rough,Avg. Reward Condition,40,1,50,9,Long
2,8,1,5,55.0007890273,0.18,Rough,Avg. Reward Condition,40,1,49,9,Long
2,9,6,0,78.5527301112,0.18,Rough,Avg. Reward Condition,40,1,1,9,Long
2,10,8,0,64.6506684789,0.18,Rough,Avg. Reward Condition,40,1,2,9,Long
2,11,8,1,72.4829072731,0.18,Rough,Avg. Reward Condition,40,1,12,9,Long
2,12,7,1,68.444545199,0.18,Rough,Avg. Reward Condition,40,1,23,9,Long
2,13,9,1,65.5803721307,0.18,Rough,Avg. Reward Condition,40,1,3,9,Long
2,14,9,2,61.2328313853,0.18,Rough,Avg. Reward Condition,40,1,121,9,Long
2,15,10,0,27.0967332867,0.18,Rough,Avg. Reward Condition,40,1,110,9,Long
2,16,10,8,52.8164121365,0.18,Rough,Avg. Reward Condition,40,1,99,9,Long
2,17,10,7,52.8033208286,0.18,Rough,Avg. Reward Condition,40,1,109,9,Long
2,18,9,1,65.5803721307,0.3,Rough,Avg. Reward Condition,40,1,108,9,Long
2,19,7,1,68.444545199,0.3,Rough,Avg. Reward Condition,40,1,107,9,Long
2,20,7,0,58.3371739611,0.3,Rough,Avg. Reward Condition,40,1,106,9,Long
2,21,5,7,31.5219187844,0.3,Rough,Avg. Reward Condition,40,1,118,9,Long
2,22,6,9,16.1161494292,0.3,Rough,Avg. Reward Condition,40,1,97,9,Long
2,23,9,8,75.2770769944,0.3,Rough,Avg. Reward Condition,40,1,96,9,Long
2,24,9,9,82.3610633531,0.3,Rough,Avg. Reward Condition,40,1,101,9,Long
2,25,9,10,51.9374709842,0.3,Rough,Avg. Reward Condition,40,1,111,9,Long
2,26,0,1,40.8666314399,0.3,Rough,Avg. Reward Condition,40,1,80,9,Long
2,27,9,7,72.9342168011,0.3,Rough,Avg. Reward Condition,40,1,81,9,Long
2,28,9,6,69.0496352033,0.3,Rough,Avg. Reward Condition,40,1,10,9,Long
2,29,10,7,52.8033208286,0.3,Rough,Avg. Reward Condition,40,1,11,9,Long
2,30,7,0,58.3371739611,0.3,Rough,Avg. Reward Condition,40,1,9,9,Long
2,31,7,7,11.3951436464,0.3,Rough,Avg. Reward Condition,40,1,21,9,Long
2,32,3,7,48.1203452767,0.3,Rough,Avg. Reward Condition,40,1,32,9,Long
2,33,7,5,24.4140130069,0.3,Rough,Avg. Reward Condition,40,1,20,9,Long
2,34,6,4,22.1592765349,0.3,Rough,Avg. Reward Condition,40,1,22,9,Long
2,35,5,1,47.5998208869,0.3,Rough,Avg. Reward Condition,40,1,33,9,Long
2,36,6,6,17.8573252505,0.3,Rough,Avg. Reward Condition,40,1,17,9,Long
2,37,3,4,81.7432518786,0.3,Rough,Avg. Reward Condition,40,1,47,9,Long
2,38,4,4,91.0453666765,0.3,Rough,Avg. Reward Condition,40,1,58,9,Long
2,39,2,1,38.0642763953,0.3,Rough,Avg. Reward Condition,40,1,58,9,Long
2,40,8,3,41.042206984,0.3,Rough,Avg. Reward Condition,40,1,46,9,Long
2,41,10,1,22.4632600372,0.38,Rough,Avg. Reward Condition,40,1,36,9,Long
2,1,7,6,35.0970793586,0.07,Rough,Avg. Reward Condition,20,2,117,10,Short
2,2,4,9,48.6599556272,0.07,Rough,Avg. Reward Condition,20,2,117,10,Short
2,3,8,8,58.8343770396,0.07,Rough,Avg. Reward Condition,20,2,106,10,Short
2,4,7,8,41.2424197529,0.07,Rough,Avg. Reward Condition,20,2,105,10,Short
2,5,8,10,43.0920417226,0.07,Rough,Avg. Reward Condition,20,2,107,10,Short
2,6,7,9,43.717809397,0.07,Rough,Avg. Reward Condition,20,2,118,10,Short
2,7,7,2,4.8970130173,0.07,Rough,Avg. Reward Condition,20,2,116,10,Short
2,8,6,4,24.0248838437,0.07,Rough,Avg. Reward Condition,20,2,110,10,Short
2,9,1,6,8.9419651963,0.11,Rough,Avg. Reward Condition,20,2,121,10,Short
2,10,5,3,28.2693028674,0.35,Rough,Avg. Reward Condition,20,2,120,10,Short
2,11,4,4,52.2441638701,0.35,Rough,Avg. Reward Condition,20,2,119,10,Short
2,12,1,4,5.7821467222,0.35,Rough,Avg. Reward Condition,20,2,109,10,Short
2,13,0,7,18.2389240639,0.35,Rough,Avg. Reward Condition,20,2,98,10,Short
2,14,0,8,40.15576165,0.35,Rough,Avg. Reward Condition,20,2,11,10,Short
2,15,3,1,75.1442624366,0.35,Rough,Avg. Reward Condition,20,2,22,10,Short
2,16,3,9,61.4935218903,0.35,Rough,Avg. Reward Condition,20,2,10,10,Short
2,17,3,8,43.8095174158,0.35,Rough,Avg. Reward Condition,20,2,21,10,Short
2,18,4,1,62.7752571733,0.35,Rough,Avg. Reward Condition,20,2,1,10,Short
2,19,4,0,48.2728545382,0.35,Rough,Avg. Reward Condition,20,2,2,10,Short
2,20,5,0,43.1589496872,0.35,Rough,Avg. Reward Condition,20,2,111,10,Short
2,21,5,5,61.5391732787,0.37,Rough,Avg. Reward Condition,20,2,6,10,Short
